,preco,area_m2,quartos,banheiros,andares,rua_principal,quarto_hospedes,porao,aquecimento_agua,ar_condicionado,vagas_garagem,area_preferencial,mobilia
270,789090.9090909091,418.06,3,2,3,1,0,0,1,0,1,0,2
271,789090.9090909091,176.98,5,1,2,0,0,1,0,0,0,0,1
272,789090.9090909091,378.58,3,1,1,1,1,1,0,0,2,0,1
273,789090.9090909091,325.16,4,1,2,1,0,0,0,0,2,0,2
274,789090.9090909091,599.22,4,1,2,1,0,0,0,0,0,0,1
275,785272.7272727273,374.58,2,1,1,1,0,1,0,0,0,0,2
276,782727.2727272727,408.77,2,1,1,1,0,0,0,0,1,0,1
277,782727.2727272727,962.48,2,1,1,1,0,0,0,0,1,1,1
278,777636.3636363636,315.87,3,1,2,1,0,1,0,0,2,1,1
279,776363.6363636364,590.86,2,1,1,1,0,0,0,0,0,0,2
280,776363.6363636364,590.86,2,1,2,1,0,0,0,0,0,0,0
281,776363.6363636364,418.06,2,1,1,1,0,0,0,1,2,0,2
282,776363.6363636364,202.06,3,1,2,0,1,1,0,1,0,0,0
283,776363.6363636364,405.06,4,1,2,1,0,0,0,0,0,0,2
284,776363.6363636364,721.86,2,1,1,1,0,0,0,0,1,0,2
285,770000.0,617.8,3,1,2,1,1,0,0,0,0,0,1
286,770000.0,258.92,3,1,1,1,0,1,0,0,0,1,2
287,763636.3636363636,510.97,3,1,2,1,0,0,0,1,0,0,0
288,763636.3636363636,468.23,3,1,2,1,0,1,0,1,0,0,0
289,763636.3636363636,543.48,2,1,1,1,1,1,0,0,2,0,1
290,763636.3636363636,242.48,4,3,2,0,0,0,0,0,0,0,1
291,763636.3636363636,274.34,3,1,2,1,0,1,0,1,0,0,0
292,763636.3636363636,255.2,4,2,2,0,0,0,0,0,0,0,1
293,763636.3636363636,409.7,2,1,1,0,0,0,0,0,1,0,0
294,763636.3636363636,371.61,4,2,2,0,0,0,0,0,0,0,1
295,763636.3636363636,216.0,3,1,2,0,0,0,0,0,0,0,1
296,763636.3636363636,427.35,3,2,2,1,0,0,0,1,1,0,1
297,763636.3636363636,338.17,3,2,2,1,0,1,0,0,0,0,0
298,763636.3636363636,538.84,3,1,1,1,0,0,1,0,2,0,1
299,763636.3636363636,650.32,3,1,1,1,0,0,0,0,3,0,2
300,763636.3636363636,378.95,3,1,3,1,0,0,0,0,0,0,1
301,763636.3636363636,327.02,3,1,2,1,0,0,0,0,0,1,1
302,763636.3636363636,199.28,3,1,3,1,0,0,0,0,1,1,0
303,763636.3636363636,418.06,3,1,1,1,0,1,0,0,0,0,2
304,762363.6363636364,766.45,3,1,1,1,0,1,0,0,3,0,1
305,762363.6363636364,320.52,3,1,2,1,0,0,0,0,1,0,1
306,757272.7272727273,449.65,3,1,2,1,0,0,0,0,1,0,1
307,757272.7272727273,379.04,3,1,2,1,0,0,0,0,2,0,1
308,757272.7272727273,375.89,3,1,2,1,0,1,0,0,1,0,1
309,750909.0909090909,430.33,4,1,2,1,0,0,0,1,0,0,1
310,750909.0909090909,556.02,3,1,1,1,0,1,0,0,0,0,1
311,749636.3636363636,562.99,2,1,1,1,0,1,0,0,1,0,1
312,745181.8181818182,334.45,3,1,1,1,0,1,0,1,0,1,2
313,744545.4545454546,341.88,3,2,2,1,0,0,0,0,0,0,1
314,744545.4545454546,375.33,2,1,2,1,0,0,0,0,1,0,1
315,744545.4545454546,520.26,2,1,1,1,0,0,0,1,0,0,1
316,738181.8181818182,548.13,4,2,2,0,0,1,0,0,1,0,0
317,738181.8181818182,463.77,3,2,2,1,0,0,0,0,2,0,0
318,738181.8181818182,403.2,3,1,1,1,0,0,0,0,0,0,1
319,738181.8181818182,278.71,4,1,3,1,0,1,0,1,2,0,1
320,738181.8181818182,401.34,3,1,2,1,0,0,0,0,2,1,2
321,731818.1818181818,337.24,3,2,2,1,0,0,1,0,2,0,1
322,731818.1818181818,321.44,3,2,1,1,0,1,0,1,1,0,2
323,731818.1818181818,501.68,3,1,1,1,0,0,0,0,3,0,1
324,728636.3636363636,418.06,3,1,2,0,0,1,0,1,0,0,1
325,728636.3636363636,321.44,4,1,2,1,0,0,0,1,0,0,1
326,725454.5454545454,380.9,4,1,1,0,0,1,0,0,0,0,0
327,725454.5454545454,602.01,3,1,2,0,0,0,0,1,1,0,1
328,725454.5454545454,418.06,3,2,2,0,0,1,0,1,0,0,1
329,725454.5454545454,367.9,3,1,2,1,0,0,0,0,0,0,2
330,725454.5454545454,376.26,2,1,2,1,1,1,0,0,0,1,0
331,712727.2727272727,674.48,3,2,1,1,1,1,0,0,3,0,2
332,712727.2727272727,510.97,4,1,2,1,1,1,0,0,0,0,1
333,712727.2727272727,278.71,3,1,2,1,0,0,0,0,0,0,1
334,712727.2727272727,305.65,2,1,1,1,0,0,1,0,1,0,2
335,712727.2727272727,354.52,2,1,1,1,0,1,0,1,2,0,2
336,712727.2727272727,750.66,3,1,1,1,0,0,0,1,2,0,1
337,712727.2727272727,199.28,4,2,1,1,0,1,0,0,0,1,0
338,706363.6363636364,351.17,2,1,2,1,1,1,0,0,0,0,1
339,706363.6363636364,295.43,4,2,2,1,0,0,0,0,0,0,2
340,700000.0,492.39,5,2,2,1,0,0,0,0,0,0,1
341,700000.0,295.43,2,2,1,1,0,1,0,0,2,0,1
342,700000.0,664.44,3,1,2,1,0,0,0,1,0,0,2
343,700000.0,379.04,2,1,1,1,0,0,0,0,0,0,1
344,700000.0,357.68,2,1,1,1,0,0,0,0,0,0,1
345,700000.0,187.2,3,1,2,1,0,1,0,0,0,1,1
346,700000.0,202.16,2,1,2,1,1,0,0,0,0,1,1
347,697454.5454545454,311.23,3,1,2,1,0,0,0,0,0,0,0
348,693636.3636363636,292.64,2,2,1,0,0,1,0,0,0,0,1
349,687272.7272727273,447.79,3,1,2,1,0,0,0,0,0,0,1
350,687272.7272727273,317.73,2,1,2,1,0,0,1,0,1,0,1
351,687272.7272727273,334.45,2,1,1,1,0,0,0,0,0,0,1
352,687272.7272727273,541.62,2,1,1,1,0,0,0,0,2,0,0
353,687272.7272727273,265.33,3,1,3,1,0,0,0,0,0,1,2
354,687272.7272727273,780.39,2,1,1,1,0,0,0,0,1,0,2
355,686000.0,766.45,3,1,1,1,0,0,0,0,2,0,2
356,686000.0,234.12,5,2,1,0,0,1,0,1,1,0,2
357,686000.0,643.82,4,1,2,0,0,0,0,0,1,0,2
358,680909.0909090909,323.3,2,1,1,1,0,0,0,0,0,1,1
359,674545.4545454546,334.45,3,1,1,1,0,0,0,0,1,0,0
360,674545.4545454546,375.33,2,1,1,1,0,0,0,0,0,0,1
361,674545.4545454546,559.28,3,1,1,1,0,0,0,0,0,0,1
362,674545.4545454546,376.26,2,1,1,1,0,0,0,0,0,0,2
363,674545.4545454546,332.96,2,1,1,1,0,0,1,0,0,0,1
364,673272.7272727273,289.86,3,1,2,0,0,1,1,0,0,0,1
365,673272.7272727273,506.32,2,1,1,1,0,0,0,0,0,0,2
366,668181.8181818182,337.24,2,1,1,1,0,1,0,0,0,0,2
367,668181.8181818182,337.24,2,1,1,1,0,0,0,1,0,0,0
368,668181.8181818182,523.97,2,1,1,0,0,0,0,0,0,0,1
369,668181.8181818182,334.45,2,1,1,1,0,0,0,0,0,0,2
370,661818.1818181818,397.62,2,1,1,1,0,0,0,1,2,0,1
371,661818.1818181818,331.66,3,1,2,1,0,1,0,0,0,0,1
372,661818.1818181818,295.43,3,1,2,0,0,1,0,0,0,0,1
373,661818.1818181818,278.71,2,1,2,1,0,0,0,1,0,0,2
374,661818.1818181818,327.02,2,2,1,1,0,1,0,0,0,0,1
375,661818.1818181818,553.7,3,1,2,1,1,1,0,0,0,0,0
376,661818.1818181818,383.69,3,2,2,1,0,0,0,0,2,0,1
377,661818.1818181818,264.77,3,2,2,0,0,1,0,0,0,1,0
378,661818.1818181818,211.35,3,1,3,1,0,0,1,1,0,1,1
379,660545.4545454546,327.02,3,1,1,1,0,0,0,0,2,1,0
380,655454.5454545454,418.06,2,1,1,1,0,0,0,0,0,0,1
381,655454.5454545454,371.61,2,1,1,1,0,0,0,0,0,1,1
382,649090.9090909091,292.64,3,1,2,1,0,1,0,0,0,0,2
383,649090.9090909091,418.06,4,2,2,1,0,1,0,0,2,0,2
384,649090.9090909091,418.06,2,1,1,0,0,0,0,0,0,0,2
385,649090.9090909091,338.17,2,1,1,1,0,0,0,0,0,0,0
386,642727.2727272727,357.68,3,1,1,1,0,0,0,0,2,0,0
387,636363.6363636364,393.91,3,1,2,1,0,0,0,1,0,0,1
388,636363.6363636364,339.1,3,1,2,1,0,0,0,0,0,0,0
389,636363.6363636364,427.35,4,1,2,1,0,0,0,0,0,0,1
390,636363.6363636364,198.35,3,2,2,0,0,0,0,0,0,0,0
391,636363.6363636364,282.05,3,1,2,1,0,1,0,0,0,0,1
392,636363.6363636364,370.68,3,1,2,1,0,0,0,0,0,0,1
393,636363.6363636364,689.71,3,1,1,0,0,0,0,0,0,0,0
394,636363.6363636364,323.3,3,1,1,0,0,0,0,1,0,0,0
395,636363.6363636364,334.45,6,1,2,1,0,0,0,0,1,0,0
396,636363.6363636364,338.17,2,1,1,1,0,0,0,0,1,0,1
397,636363.6363636364,548.13,2,1,1,1,0,0,0,0,1,0,2
398,636363.6363636364,289.86,3,1,2,1,0,0,0,0,1,0,0
399,636363.6363636364,682.84,2,1,1,1,0,0,0,0,1,0,1
400,636363.6363636364,326.28,2,1,1,1,0,0,0,0,1,1,0
401,636363.6363636364,882.58,3,1,2,1,0,0,0,0,3,1,0
402,636363.6363636364,546.27,2,1,1,1,0,0,0,0,0,0,0
403,636363.6363636364,1202.54,3,1,1,1,0,0,0,0,0,0,0
404,635090.9090909091,455.22,3,1,2,0,0,0,0,0,0,0,0
405,630000.0,284.28,3,1,1,1,0,0,0,0,0,0,0
406,630000.0,494.24,2,1,1,1,0,0,0,0,1,1,0
407,630000.0,199.28,3,1,3,1,0,0,0,0,0,1,2
408,623636.3636363636,371.61,2,1,1,1,0,0,0,0,0,0,0
409,623636.3636363636,295.9,2,1,1,1,0,0,0,0,2,0,0
410,623636.3636363636,357.68,3,1,1,1,0,0,0,0,0,0,0
411,623636.3636363636,199.28,3,1,3,1,0,0,0,0,0,1,2
412,623636.3636363636,242.48,3,1,2,1,0,1,0,0,0,1,0
413,623636.3636363636,181.16,3,2,2,1,0,1,0,0,0,1,0
414,622363.6363636364,375.33,2,1,1,1,0,0,0,0,0,0,0
415,617272.7272727273,444.54,3,1,2,1,1,1,0,1,1,0,2
416,617272.7272727273,320.52,3,1,1,1,0,1,0,0,2,0,0
417,617272.7272727273,338.17,2,1,1,1,0,0,0,0,0,0,2
418,610909.0909090909,325.16,4,1,2,1,0,0,0,1,2,0,0
419,610909.0909090909,460.8,4,1,3,0,0,0,0,0,0,0,1
420,610909.0909090909,382.76,2,1,2,1,0,0,0,0,0,0,0
421,610909.0909090909,441.29,2,1,1,1,0,0,0,0,0,0,0
422,610909.0909090909,345.6,2,1,1,0,0,0,0,1,0,0,0
423,610909.0909090909,348.39,3,1,1,1,0,0,0,0,0,0,0
424,610909.0909090909,288.0,3,1,2,0,0,1,0,0,0,0,1
425,610909.0909090909,295.9,2,1,1,1,0,1,0,0,2,0,2
426,609636.3636363636,250.84,3,1,1,0,0,0,0,0,0,0,2
427,605818.1818181818,199.28,3,1,2,1,0,1,0,0,0,1,2
428,604545.4545454546,375.33,2,1,1,1,0,0,0,0,1,0,0
429,604545.4545454546,443.61,4,1,2,1,0,0,0,0,0,0,0
430,598181.8181818182,232.26,2,1,1,0,0,0,0,1,0,0,0
431,598181.8181818182,295.43,4,1,2,1,0,1,0,1,0,0,0
432,598181.8181818182,562.99,3,1,1,1,1,1,0,0,0,0,2
433,598181.8181818182,323.3,4,1,2,0,0,0,0,0,1,0,1
434,598181.8181818182,352.29,4,1,2,1,0,0,0,0,0,0,1
435,598181.8181818182,375.33,2,1,1,1,0,0,0,0,0,0,0
436,598181.8181818182,199.28,3,1,2,1,0,1,0,0,0,1,2
437,598181.8181818182,546.27,3,1,1,1,0,0,0,0,1,0,0
438,591818.1818181818,418.06,2,1,1,0,0,0,0,0,0,0,1
439,591818.1818181818,365.11,2,1,1,0,0,0,0,0,0,0,0
440,588000.0,338.17,4,1,2,1,0,1,0,0,0,0,0
441,585454.5454545454,405.99,3,1,2,1,0,0,0,0,0,0,0
442,585454.5454545454,249.35,2,1,1,1,0,0,0,1,1,0,0
443,585454.5454545454,401.34,3,1,1,0,0,0,0,0,1,0,0
444,585454.5454545454,289.86,3,1,2,0,0,0,0,0,0,0,2
445,572727.2727272727,320.52,1,1,1,1,0,0,0,0,0,0,2
446,572727.2727272727,370.31,2,2,1,0,1,1,0,0,1,0,0
447,572727.2727272727,325.16,2,1,1,0,0,1,0,0,0,0,1
448,572727.2727272727,380.44,2,1,1,1,0,0,0,0,2,0,1
449,572727.2727272727,153.29,3,1,2,0,0,1,0,0,0,0,0
450,572727.2727272727,320.52,3,1,2,1,0,1,0,0,0,0,1
451,572727.2727272727,627.1,2,1,1,1,0,0,0,0,0,0,1
452,572727.2727272727,836.13,3,1,2,1,0,0,0,0,2,0,1
453,572727.2727272727,285.12,2,1,1,1,0,0,0,0,1,0,0
454,571454.5454545454,418.06,3,1,2,1,0,0,0,1,0,0,0
455,568909.0909090909,510.5,3,1,1,1,0,1,0,0,0,0,0
456,567063.6363636364,222.78,3,1,1,1,0,0,0,0,0,1,1
457,566363.6363636364,278.71,3,1,1,0,0,0,0,1,0,0,0
458,566363.6363636364,357.68,3,1,2,1,0,0,0,0,0,0,0
459,566363.6363636364,325.16,2,1,1,1,0,0,0,0,0,0,0
460,561272.7272727273,752.51,2,1,1,1,0,0,0,0,1,0,0
461,560000.0,460.8,2,1,1,1,0,1,0,1,0,0,0
462,560000.0,200.67,3,1,2,0,0,1,0,0,0,0,1
463,560000.0,287.07,2,1,1,1,1,1,0,0,0,0,0
464,560000.0,418.06,2,1,2,1,0,0,1,0,1,0,1
465,553636.3636363636,353.03,2,1,1,1,0,0,0,0,0,0,0
466,547272.7272727273,287.07,3,1,2,0,0,0,0,0,0,0,1
467,547272.7272727273,301.01,3,1,2,1,0,0,0,0,2,0,1
468,547272.7272727273,263.38,2,1,1,1,0,0,0,0,0,0,1
469,547272.7272727273,427.35,2,1,1,1,0,0,0,0,0,0,2
470,547272.7272727273,471.58,3,1,1,0,0,0,0,0,0,0,0
471,547272.7272727273,348.39,3,1,2,1,0,0,0,0,0,0,0
472,547272.7272727273,337.24,4,1,2,1,0,0,0,0,3,0,1
473,546000.0,747.87,2,1,1,1,0,0,0,0,0,0,0
474,540909.0909090909,404.31,4,1,2,0,0,0,0,0,1,0,0
475,538363.6363636364,278.71,2,1,2,1,0,0,0,0,0,0,1
476,534545.4545454546,543.48,3,1,2,1,0,1,0,0,1,0,0
477,534545.4545454546,460.8,2,1,1,1,0,0,0,0,0,0,0
478,534545.4545454546,334.45,3,1,2,0,0,0,0,0,1,0,0
479,534545.4545454546,340.02,4,1,2,0,0,0,0,0,0,0,0
480,534545.4545454546,323.3,3,1,2,0,0,0,0,0,1,0,1
481,534545.4545454546,250.84,2,1,1,0,0,0,0,0,0,0,2
482,534545.4545454546,292.64,3,1,2,0,0,0,0,0,0,0,0
483,534545.4545454546,614.55,3,1,2,1,0,0,0,0,0,0,1
484,521818.1818181818,282.43,2,1,1,0,0,0,0,0,0,0,0
485,521818.1818181818,337.24,2,1,1,1,0,0,0,0,0,0,0
486,521818.1818181818,557.42,2,1,1,1,0,0,0,0,0,0,1
487,521818.1818181818,501.68,4,1,2,1,0,0,0,0,0,0,0
488,518636.36363636365,483.1,4,1,3,1,0,0,0,0,0,0,0
489,515454.54545454547,306.58,3,1,2,0,0,0,0,0,1,0,1
490,515454.54545454547,404.13,3,1,2,0,0,0,1,0,1,0,0
491,515454.54545454547,245.26,2,1,1,0,0,0,0,0,1,0,2
492,509090.9090909091,246.19,3,1,2,1,0,1,0,0,1,0,0
493,509090.9090909091,367.9,3,1,1,1,0,0,0,0,0,0,2
494,496363.63636363635,631.74,2,1,1,1,0,0,0,0,0,0,0
495,496363.63636363635,371.61,3,1,2,1,0,0,0,0,1,0,0
496,490000.0,371.61,2,1,1,1,0,0,0,0,0,0,0
497,483636.36363636365,365.48,2,1,1,1,0,0,0,0,0,0,0
498,483636.36363636365,185.81,2,1,2,1,0,0,0,0,0,0,1
499,483636.36363636365,337.24,3,3,2,0,1,0,0,0,0,0,0
500,483636.36363636365,260.13,3,1,1,1,0,0,0,0,0,0,0
501,483636.36363636365,225.75,3,1,1,0,0,0,0,0,0,0,0
502,483636.36363636365,323.3,2,1,1,1,0,0,0,0,1,0,1
503,483636.36363636365,371.61,3,1,1,1,0,0,0,0,0,0,1
504,482363.63636363635,295.9,2,1,1,1,0,0,0,1,0,0,0
505,482363.63636363635,371.61,3,1,2,1,0,0,0,1,0,0,0
506,473454.54545454547,270.35,2,1,1,0,0,0,0,0,0,0,0
507,470909.0909090909,334.45,2,1,1,1,0,0,0,0,0,0,0
508,470909.0909090909,408.77,2,1,1,1,0,0,0,0,0,0,0
509,470909.0909090909,334.45,2,2,2,1,0,1,0,0,1,0,2
510,458181.8181818182,267.56,3,1,1,0,0,0,0,0,0,0,0
511,458181.8181818182,295.43,3,1,1,0,0,0,0,0,0,0,0
512,458181.8181818182,278.71,2,1,2,1,0,0,0,0,0,0,2
513,451818.1818181818,408.77,3,1,2,1,0,0,0,0,0,0,0
514,451818.1818181818,278.71,3,1,2,0,0,0,0,0,0,0,1
515,445454.54545454547,298.22,3,1,2,1,0,1,0,0,0,0,0
516,445454.54545454547,301.01,2,1,1,0,1,0,0,0,1,0,0
517,445454.54545454547,278.71,2,1,1,1,0,0,0,0,1,0,0
518,445454.54545454547,325.16,2,1,1,1,1,0,0,0,0,0,0
519,445454.54545454547,449.65,2,1,2,1,0,0,0,0,0,0,0
520,445454.54545454547,715.35,2,1,1,1,0,0,0,0,0,0,0
521,437818.1818181818,337.7,2,1,1,0,0,0,0,0,0,0,0
522,432727.2727272727,229.93,3,1,2,1,0,0,0,0,0,0,2
523,432727.2727272727,258.92,4,2,2,1,0,0,0,0,0,0,2
524,432727.2727272727,303.24,2,1,1,1,0,0,0,0,0,0,0
525,426363.63636363635,338.17,2,1,1,1,0,0,0,0,0,0,0
526,420000.0,295.43,2,1,1,1,0,0,0,0,0,0,0
527,413636.36363636365,170.57,2,1,1,0,0,1,0,0,0,0,1
528,413636.36363636365,368.82,1,1,1,0,0,0,0,0,0,0,0
529,413636.36363636365,368.82,3,1,2,1,0,1,0,0,0,0,0
530,407272.7272727273,181.16,3,1,1,0,0,0,1,0,0,0,0
531,406000.0,492.39,3,1,1,0,0,0,0,1,0,1,0
532,388181.8181818182,278.71,2,1,1,0,0,0,0,0,0,0,0
533,381818.1818181818,222.97,3,1,2,1,0,0,0,0,0,0,0
534,381818.1818181818,278.71,4,1,2,1,0,0,0,0,0,0,0
535,381818.1818181818,312.15,2,1,1,1,0,0,0,0,1,0,0
536,356363.63636363635,317.73,5,1,2,0,0,0,0,0,0,0,0
537,343636.36363636365,157.94,3,1,2,1,0,0,0,0,0,0,0
538,343636.36363636365,339.0,2,1,1,1,0,0,0,0,0,0,0
539,337272.7272727273,277.78,2,1,1,0,0,0,0,0,1,0,0
540,330909.0909090909,278.71,2,1,1,1,0,1,0,0,2,0,0
541,321300.0,222.97,3,1,1,0,0,0,0,0,0,0,1
542,318181.8181818182,336.31,2,1,1,1,0,0,0,0,0,0,0
543,318181.8181818182,270.35,3,1,1,0,0,0,0,0,0,0,2
544,318181.8181818182,357.68,3,1,2,1,0,0,0,0,0,0,0
